"","STATEFP","UrbanAreaNo","income","age","income.LowestQuintile","income.SecondQuintile","income.ThirdQuintile","income.FourthQuintile","pop","white","hispanic","africanamerican","asian","twoormoreraces","educated","unemployed","notworkforce","gini","rent","State","UrbanArea","pct_white","pct_africanamerican","pct_asian","pct_hispanic","pct_twoormoreraces","pct_highed","pct_unem"
"316","Blackwell, OK","08083",37430,41.4,18728,32730,46750,74286,6683,5473,833,8,0,558,630,312,2038,0.4067,556," OK","Blackwell",0.818943588208888,0.00119706718539578,0,0.124644620679336,0.0834954361813557,0.0942690408499177,0.0671689989235737
"317","Blair, NE","08137",50701,34.9,20313,40302,62728,100578,7961,7572,172,107,6,215,1579,83,1977,0.3953,671," NE","Blair",0.951136791860319,0.0134405225474187,0.000753674161537495,0.0216053259640749,0.0270066574550936,0.198341916844618,0.013870320855615
"318","Blairsville, PA","08164",40580,38.1,14913,31833,50435,82696,6869,6278,116,318,130,106,818,332,2440,0.4433,613," PA","Blairsville",0.913961275294803,0.0462949483185325,0.0189256078031737,0.0168874654243704,0.0154316494395108,0.119085747561508,0.0749604876947392
"319","Blakely, GA","08191",38074,38.5,12309,24489,44155,73114,3746,1236,38,2469,13,8,351,122,1407,0.4579,495," GA","Blakely",0.329951948745328,0.659103043246129,0.00347036839295248,0.0101441537640149,0.00213561131873999,0.093699946609717,0.0521590423257802
"320","Blanchard, OK","08209",50441,40.6,26374,39586,65111,108481,3619,3033,65,7,37,158,592,91,1073,0.4068,677," OK","Blanchard",0.838076816800221,0.00193423597678917,0.010223818734457,0.0179607626416137,0.0436584691903841,0.163581099751313,0.0357423409269442
"321","Blanchester, OH","08218",43404,35.6,14973,35778,49386,73758,4147,3992,0,16,18,121,165,150,1141,0.4155,614," OH","Blanchester",0.962623583313238,0.00385821075476248,0.00434048709910779,0,0.0291777188328912,0.0397877984084881,0.0499001996007984
"322","Blanding, UT","08245",53600,24.8,22711,45609,63000,95261,3381,2618,222,10,0,124,514,90,876,0.3858,564," UT","Blanding",0.774327122153209,0.00295770482105886,0,0.0656610470275066,0.0366755397811298,0.152026027802425,0.0359281437125748
"323","Blissfield, MI","08272",48913,40.3,22425,40681,60158,87093,3226,2991,134,0,16,36,548,174,779,0.4034,780," MI","Blissfield",0.927154370737756,0,0.00495970241785493,0.041537507749535,0.0111593304401736,0.169869807811531,0.0711074785451573
"324","Bloomer, WI","08299",42178,34.4,23746,37190,60711,76582,3329,3249,105,0,0,80,359,52,938,0.3364,617," WI","Bloomer",0.975968759387203,0,0,0.0315410033042956,0.0240312406127966,0.107840192249925,0.0217482225010456
"325","Bloomfield, IN","08326",39836,41.2,18938,32902,49227,82658,2796,2695,62,18,0,83,271,190,1027,0.4168,478," IN","Bloomfield",0.963876967095851,0.00643776824034335,0,0.0221745350500715,0.0296852646638054,0.0969241773962804,0.107405313736574
"326","Bloomfield, NM","08353",46472,31.9,19889,39010,59881,99935,9229,5309,2940,69,0,461,735,272,2274,0.4296,719," NM","Bloomfield",0.575251923285296,0.00747643298298841,0,0.318561057536028,0.0499512406544588,0.0796402643840069,0.0391085549964055
"327","Bloomington, IN","08380",36361,25.4,11489,26207,47212,82922,112075,94553,4128,4073,8100,3598,27459,4688,38991,0.5291,811," IN","Bloomington",0.843658264554985,0.0363417354450145,0.0722730314521526,0.0368324782511711,0.0321035021191167,0.245005576622797,0.0641453669749877
"328","Bloomington--Normal, IL","08407",59085,30.2,21603,44538,73618,117544,134858,108557,7368,13081,7777,3162,36401,4734,33075,0.465,772," IL","Bloomington--Normal",0.804972637885776,0.0969983241631939,0.0576680656690741,0.0546352459624197,0.0234468848714945,0.269920953892242,0.0465107139699164
"329","Bloomsburg--Berwick, PA","08434",41296,36.4,16520,31734,52245,82424,53736,50139,1951,1391,1183,610,8144,1747,19905,0.4861,712," PA","Bloomsburg--Berwick",0.93306163465833,0.0258858121185053,0.0220150364746166,0.0363071311597439,0.011351793955635,0.151555754056871,0.0516390292926606
"330","Blountstown, FL","08461",26821,40.1,11120,22081,33552,65375,3712,2425,454,986,89,86,163,96,2002,0.4576,823," FL","Blountstown",0.653286637931034,0.265625,0.0239762931034483,0.122306034482759,0.0231681034482759,0.0439116379310345,0.056140350877193
"331","Blue Earth, MN","08488",41711,46.3,17027,31667,50389,78649,3227,3078,242,42,15,56,444,58,1039,0.4439,479," MN","Blue Earth",0.953827083978928,0.0130151843817787,0.00464828013634955,0.0749922528664394,0.017353579175705,0.137589092035947,0.026508226691042
"332","Bluefield, WV--VA","08515",35657,41.8,15014,26936,44955,75130,43807,38576,614,3540,407,1197,6765,1345,17579,0.4811,578," WV--VA","Bluefield",0.880589860068026,0.0808090031273541,0.00929075261944438,0.0140160248362134,0.0273244002100121,0.154427374620494,0.0512810736617356
"333","Bluffton, IN","08542",39564,39.3,18580,31773,48305,72005,9880,9509,233,76,7,210,1107,237,3140,0.3791,547," IN","Bluffton",0.962449392712551,0.00769230769230769,0.000708502024291498,0.023582995951417,0.0212550607287449,0.112044534412955,0.0351632047477745
"334","Bluffton, OH","08569",60789,38.7,23802,44449,72318,94842,4131,3991,144,81,43,16,1202,123,1174,0.4064,591," OH","Bluffton",0.966109900750424,0.0196078431372549,0.0104091019123699,0.0348583877995643,0.00387315419995159,0.290970709271363,0.0415962123774095
"335","Blythe, CA--AZ","08623",44184,35.7,13319,33165,55949,91907,12902,7232,7510,1390,267,224,946,963,3703,0.4556,697," CA--AZ","Blythe",0.560533250658813,0.10773523484731,0.0206944659742676,0.582080297628275,0.0173616493566889,0.0733219655867307,0.104685291879552
"336","Blytheville, AR","08650",34318,34.1,13102,27624,43178,75682,18649,8888,718,9458,43,181,1961,900,5617,0.4741,639," AR","Blytheville",0.476593919245,0.507158560780739,0.00230575365971366,0.0385007238994048,0.00970561424205051,0.105153091318569,0.069060773480663
"337","Boardman, OR","08677",47125,27.7,24071,37067,57147,86357,3518,2852,2241,0,0,79,78,134,644,0.3678,631," OR","Boardman",0.810687890847072,0,0,0.637009664582149,0.0224559408754974,0.0221716884593519,0.046624913013222
"338","Boerne, TX","08704",56493,36.8,21733,41624,66925,109559,11955,10918,3173,205,65,203,2728,306,3606,0.4318,1009," TX","Boerne",0.913258051024676,0.0171476369719783,0.0054370556252614,0.265411961522376,0.0169803429527394,0.22818904224174,0.0366510959396335
"339","Bogalusa, LA","08731",25348,35.8,9591,19221,33154,51479,12345,6034,754,5854,20,330,744,1085,4730,0.4669,569," LA","Bogalusa",0.488780882948562,0.474200081004455,0.00162008910490077,0.061077359254759,0.0267314702308627,0.0602673147023086,0.142481943532502
"340","Boiling Spring Lakes, NC","08749",46469,38.1,27353,39657,57644,74264,5013,4549,146,229,18,62,647,346,1228,0.3646,942," NC","Boiling Spring Lakes",0.907440654298823,0.0456812288051067,0.00359066427289048,0.0291242768801117,0.0123678436066228,0.129064432475564,0.0914134742404227
"341","Boiling Springs, NC","08758",51426,22.4,17083,38750,64514,91389,4028,3557,73,398,21,45,720,133,1584,0.433,573," NC","Boiling Springs",0.883068520357497,0.0988083416087388,0.00521350546176763,0.0181231380337637,0.0111717974180735,0.178748758689176,0.0544189852700491
"342","Boise City, ID","08785",54789,35.7,24508,43792,67308,105636,365289,333670,27358,4011,10662,9906,89512,14166,90266,0.4503,835," ID","Boise City",0.913441138386319,0.0109803470676642,0.0291878485254141,0.0748941249257437,0.0271182543137078,0.245044334759601,0.0515084192958407
"343","Bolivar, MO","08812",36086,33,17476,26397,42797,66424,9284,8748,312,187,102,143,1271,574,3147,0.4409,633," MO","Bolivar",0.942266264541146,0.0201421800947867,0.0109866436880655,0.033606204222318,0.0154028436018957,0.136902197328738,0.0935310412253544
"344","Bolivar, OH","08839",54151,42.2,27340,44898,66864,103933,3864,3790,0,42,0,31,612,163,1022,0.4106,663," OH","Bolivar",0.980848861283644,0.0108695652173913,0,0,0.00802277432712215,0.158385093167702,0.0573539760731879
"345","Bolivar, TN","08866",31536,36.4,14542,27279,38484,72520,4953,1907,7,2905,140,0,389,400,1892,0.4378,631," TN","Bolivar",0.385019180294771,0.5865132243085,0.0282656975570361,0.00141328487785181,0,0.0785382596406218,0.130676249591637
"346","Bonadelle Ranchos-Madera Ranchos, CA","08893",78173,41,39230,61975,93185,130189,8150,7025,2338,201,323,331,1215,249,2731,0.3794,1610," CA","Bonadelle Ranchos-Madera Ranchos",0.861963190184049,0.0246625766871166,0.0396319018404908,0.286871165644172,0.0406134969325153,0.149079754601227,0.0459494371655287
"347","Bonham, TX","08920",34178,41.1,11973,24596,42459,67636,9401,7881,1311,1118,1,204,957,530,4560,0.4686,660," TX","Bonham",0.838315072864589,0.118923518774598,0.000106371662589086,0.139453249654292,0.0216998191681736,0.101797681097756,0.10948151208428
"348","Bonifay, FL","08947",24529,32.5,9102,18500,33409,66827,3722,2625,222,920,0,149,256,110,2372,0.5521,571," FL","Bonifay",0.705265986029017,0.247178936055884,0,0.0596453519613111,0.0400322407307899,0.0687802256851155,0.0814814814814815
"349","Bonita Springs, FL","08974",57462,52.4,26977,46391,72270,122285,321047,285248,69112,17444,4355,4339,87200,12090,135607,0.535,1051," FL","Bonita Springs",0.888492962089663,0.0543347235762988,0.0135649920416637,0.215270661305043,0.013515155101901,0.271611321706791,0.0651962899050906
"350","Bonneauville, PA","08992",67033,45.3,31688,59767,83650,127188,4822,4579,271,67,0,75,922,175,1423,0.3898,923," PA","Bonneauville",0.949605972625467,0.0138946495230195,0,0.0562007465781833,0.0155537121526338,0.191206968063044,0.0514857310973816
"351","Bonners Ferry, ID","09001",38108,39.4,15258,29882,44419,59633,2932,2569,145,13,4,224,247,52,1131,0.3851,677," ID","Bonners Ferry",0.876193724420191,0.00443383356070941,0.00136425648021828,0.0494542974079127,0.0763983628922237,0.0842428376534789,0.0288728484175458
"352","Boone, IA","09028",45130,38.5,22094,37030,55382,86750,12710,12197,321,228,114,86,1834,416,3390,0.4012,609," IA","Boone",0.95963808025177,0.0179386309992132,0.00896931549960661,0.0252557041699449,0.00676632572777341,0.144295830055075,0.0446351931330472
"353","Boone, NC","09055",19884,21.8,6013,12041,30662,66696,23148,21336,1009,417,317,608,3425,1893,9316,0.5955,807," NC","Boone",0.921721099015034,0.0180145152928979,0.0136944876447209,0.0435890789701054,0.0262657681009158,0.14796094695006,0.136856564488143
"354","Booneville, AR","09082",28690,44.8,13665,21713,34174,60063,3266,3087,225,3,0,27,200,175,1423,0.4192,507," AR","Booneville",0.945192896509492,0.000918554807103491,0,0.0688916105327618,0.00826699326393142,0.0612369871402327,0.0949538795442214
"355","Booneville, MS","09109",25348,24.7,13000,19886,33295,59130,6384,4634,23,1645,0,105,383,507,2394,0.4323,522," MS","Booneville",0.725877192982456,0.257675438596491,0,0.00360275689223058,0.0164473684210526,0.0599937343358396,0.127067669172932
"356","Boonville, IN","09163",46662,38.6,20306,36869,55244,85446,6433,6278,243,13,0,125,551,153,1986,0.3744,661," IN","Boonville",0.97590548733095,0.00202083009482357,0,0.0377739779263174,0.0194310586040728,0.0856521063267527,0.0344052170002249
"357","Boonville, MO","09190",33685,38,17481,27805,43294,71481,9343,7803,228,993,7,392,1110,337,3363,0.4134,621," MO","Boonville",0.835170716044097,0.106282778550787,0.000749224017981376,0.0244032965856791,0.0419565450069571,0.118805522851333,0.0563545150501672
"358","Borger, TX","09217",42094,35.1,17500,33515,52587,89094,13654,11659,4001,523,84,460,1065,413,3916,0.4401,688," TX","Borger",0.853888970265124,0.0383037937600703,0.00615204335725795,0.293027684195108,0.0336897612421269,0.0779991211366633,0.0424111727254056
"359","Boscobel, WI","09244",40326,38.3,21391,33763,47402,71588,3308,2948,46,277,0,68,320,136,1226,0.4443,679," WI","Boscobel",0.891172914147521,0.0837363966142684,0,0.0139056831922612,0.0205562273276904,0.0967351874244256,0.0653218059558117
"360","Boston, MA--NH--RI","09271",73578,38.1,26946,56510,92749,146850,4269984,3263132,449365,359375,316421,133520,1287097,193846,1081583,0.4829,1225," MA--NH--RI","Boston",0.76420239513778,0.0841630788312087,0.0741035563599302,0.105238099252831,0.0312694380119457,0.301428998328799,0.0607972460176747
"361","Boulder, CO","09298",61438,30.2,19909,45434,80601,139391,120057,106914,10615,1194,5201,3607,49953,5086,33537,0.5202,1198," CO","Boulder",0.890526999675154,0.0099452759939029,0.0433210891493207,0.0884163355739357,0.0300440624036916,0.416077363252455,0.0587840961627369
"362","Boulder City, NV","09325",53940,49.6,19609,43014,62774,103182,14279,13322,1290,74,285,276,2538,876,5040,0.4434,891," NV","Boulder City",0.932978499894951,0.00518243574480006,0.0199593809090272,0.0903424609566496,0.0193290846697948,0.177743539463548,0.0948154562182054
"363","Bowie, TX","09352",38667,34.7,18256,28347,46533,78658,4985,4684,644,6,2,226,509,204,1660,0.4444,761," TX","Bowie",0.939618856569709,0.00120361083249749,0.000401203610832497,0.129187562688064,0.0453360080240722,0.102106318956871,0.0613533834586466
"364","Bowling Green, KY","09379",40819,29.8,16068,31531,52385,85572,82274,63508,5142,9952,3137,1913,14125,4497,22167,0.4746,672," KY","Bowling Green",0.77190850086297,0.12096166468143,0.0381286919318375,0.0624984806864866,0.0232515740087999,0.171682427012179,0.0748165771041642
"365","Bowling Green, MO","09406",28828,36.3,13549,24137,40052,72762,5528,4817,115,548,21,124,403,99,2394,0.4359,598," MO","Bowling Green",0.871382054992764,0.0991316931982634,0.00379884225759768,0.0208031837916064,0.0224312590448625,0.0729015918958032,0.0315890236119974
"366","Bowling Green, OH","09433",34015,22.9,12962,26037,44486,86102,32431,28696,1964,1759,454,641,5919,2444,9774,0.5081,636," OH","Bowling Green",0.884832413431593,0.0542382288551078,0.0139989516203632,0.0605593413709105,0.0197650396225833,0.182510560883106,0.107869532594783
"367","Box Elder, SD","09460",41870,25.4,27657,37763,52041,76950,8305,6604,684,533,133,377,609,169,1401,0.351,924," SD","Box Elder",0.795183624322697,0.0641782059000602,0.0160144491270319,0.0823600240818784,0.0453943407585792,0.0733293196869356,0.0244785631517961
"368","Boyne City, MI","09487",43858,38.5,18279,33076,53340,78607,3549,3355,32,6,33,117,502,165,848,0.4223,647," MI","Boyne City",0.945336714567484,0.00169061707523246,0.00929839391377853,0.00901662440123979,0.032967032967033,0.141448295294449,0.06108848574602
"369","Bozeman, MT","09514",48224,28.4,19591,36816,59645,90881,44402,41346,1303,198,841,1244,13642,2101,10699,0.4593,842," MT","Bozeman",0.931174271429215,0.00445925859195532,0.01894058826179,0.0293455249763524,0.0280167560019819,0.307238412684113,0.0623386642138682
"370","Brackettville, TX","09532",31546,38.9,13400,27721,38773,70182,2979,2871,1988,52,0,12,115,128,1196,0.4067,603," TX","Brackettville",0.963746223564955,0.017455521987244,0,0.667338032896945,0.0040281973816717,0.0386035582410205,0.0717891194615816
"371","Bradford, PA--NY","09541",35959,36.1,14005,25787,44661,64039,11573,11253,131,94,77,136,1169,736,3899,0.4163,599," PA--NY","Bradford",0.972349434027478,0.00812235375442841,0.00665341743713817,0.0113194504450013,0.011751490538322,0.10101097381837,0.0959082616627574
"372","Brady, TX","09568",34601,38.1,15899,27500,42235,76029,5422,4740,1977,100,0,102,398,137,1645,0.4233,665," TX","Brady",0.874216156399853,0.0184433788270011,0,0.364625599409812,0.0188122464035411,0.0734046477314644,0.0362721736828171
"373","Braidwood--Coal City--Wilmington, IL","09600",57654,37.7,22766,47526,71656,102793,23008,21989,1341,271,174,439,2234,1473,5877,0.3903,866," IL","Braidwood--Coal City--Wilmington",0.955711057023644,0.011778511821975,0.00756258692628651,0.0582840751043115,0.0190803198887344,0.0970966620305981,0.0859844725935439
"374","Brainerd, MN","09622",41647,35.2,17747,32013,50980,80257,20791,19994,417,321,120,127,2884,868,5548,0.4629,706," MN","Brainerd",0.96166610552643,0.0154393728055409,0.00577172815160406,0.0200567553268241,0.00610841229378096,0.138713866576884,0.0569441710949288
"375","Brandon, SD","09649",70560,33.7,37486,59923,80267,107291,8674,8523,56,20,14,96,1594,200,1331,0.3444,825," SD","Brandon",0.982591653216509,0.00230574129582661,0.00161401890707863,0.0064560756283145,0.0110675582199677,0.183767581277381,0.0272368241862999
"376","Branson, MO","09676",38527,37.9,17660,30200,44085,68073,23566,22045,1582,220,4,593,2864,1313,7134,0.4402,685," MO","Branson",0.935457863022999,0.00933548332343206,0.000169736060426038,0.0671306118984978,0.0251633709581601,0.121531019265043,0.0799050632911392
"377","Brattleboro, VT--NH","09703",43591,41.2,18053,34832,56044,81063,9814,9075,349,142,296,264,2354,564,2731,0.4129,772," VT--NH","Brattleboro",0.92469940900754,0.0144691257387406,0.0301609944976564,0.0355614428367638,0.0269003464438557,0.239861422457713,0.0796272765777213
"378","Brawley, CA","09730",41749,31.8,14922,31451,52376,86107,25529,21246,20622,459,256,803,1741,2163,7777,0.4666,770," CA","Brawley",0.832230012926476,0.017979552665596,0.0100278115084806,0.807787222374554,0.0314544243801167,0.0681969524854087,0.121845425867508
"379","Brazoria, TX","09784",46148,35.6,25854,39690,52196,87018,3850,2977,793,573,21,152,157,208,966,0.3748,731," TX","Brazoria",0.773246753246753,0.148831168831169,0.00545454545454545,0.205974025974026,0.0394805194805195,0.0407792207792208,0.072122052704577
"380","Breaux Bridge, LA","09801",42113,36.6,16449,32995,55638,89386,16762,10970,525,5067,241,129,1810,661,5051,0.4695,781," LA","Breaux Bridge",0.654456508769837,0.302290896074454,0.0143777592172772,0.0313208447679275,0.00769597900011932,0.107982341009426,0.0564426607463069
"381","Breckenridge, CO","09811",65833,31.7,33181,54500,76603,108875,7456,6790,812,40,79,0,2830,261,1293,0.3524,1088," CO","Breckenridge",0.910675965665236,0.00536480686695279,0.0105954935622318,0.108905579399142,0,0.37956008583691,0.0423495051111472
"382","Breckenridge, TX","09838",36193,34.1,13212,26506,43873,72103,5747,4927,1734,137,21,29,497,130,1961,0.4475,524," TX","Breckenridge",0.857316860970941,0.0238385244475378,0.00365408038976857,0.301722637898034,0.00504611101444232,0.0864799025578563,0.0343370311674591
